Na	Na	Na	1.下列「」內的字，讀音正確的選項是︰	Na	Na	106學測	D	「戛」然而止：ㄍㄚ	Na	Na	犬吠狼「嗥」：ㄒㄧㄠ	Na	Na	「岬」灣海岸：ㄒㄧㄚˊ	Na	Na	平野廣「袤」：ㄇㄠˋ	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
12-13為題組:閱讀下文，回答12-13題。達爾文在《人和動物的情緒表達》中指出：人類和較低等動物主要的情緒表達並非經由學習，而是來自天生或遺傳，越是相近的物種，情緒表達就越相似。例如許多動物在面對危險時會毛髮豎立，以使自己看來更威武、兇猛；人類的雞皮疙瘩其實正是汗毛豎立的輕微現象，也是哺乳類親戚表情的遺跡。稍後的學者繼續探討此議題。多人主張情緒可分基本情緒和非基本情緒：前者如恐懼、快樂、驚訝、憤怒等，為生物的基礎反應；後者是由基本情緒混合而成的高階情緒，如恐懼和驚訝會混合為警覺，而恐懼和快樂則易混合為罪惡感。高階情緒通常被認為是認知的運作，比基本情緒更能顯示出物種和個體間的差異。臉部表情、肢體動作和言行舉止都是情緒的表達方式，且有其展示規則。學者艾克曼表示：情緒的表達方式會受到學習和文化的影響而變弱、增強或以其他方式加以遮掩。「展示規則」界定了人可以在何時何地對何對象展示何種情緒，以及可以展示的方式和程度，這是社會化的一部分。（改寫自約瑟夫‧李竇《腦中有情》)	Na	Na	12.下列敘述，符合上文文意的選項是：	Na	Na	106學測	B	達爾文認為人和較低等動物的情緒表達完全相同，但稍後的學者修正該主張	Na	Na	達爾文認為人類雞皮疙瘩的反應，乃哺乳類動物面對危險時情緒表現的遺留	Na	Na	人和動物擁有同樣的基本情緒，但動物的認知能力較弱，無法擁有高階情緒	Na	Na	高階情緒來自認知與學習，高階情緒越多的人，說明其表達力和道德感越高	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
12-13為題組:閱讀下文，回答12-13題。達爾文在《人和動物的情緒表達》中指出：人類和較低等動物主要的情緒表達並非經由學習，而是來自天生或遺傳，越是相近的物種，情緒表達就越相似。例如許多動物在面對危險時會毛髮豎立，以使自己看來更威武、兇猛；人類的雞皮疙瘩其實正是汗毛豎立的輕微現象，也是哺乳類親戚表情的遺跡。稍後的學者繼續探討此議題。多人主張情緒可分基本情緒和非基本情緒：前者如恐懼、快樂、驚訝、憤怒等，為生物的基礎反應；後者是由基本情緒混合而成的高階情緒，如恐懼和驚訝會混合為警覺，而恐懼和快樂則易混合為罪惡感。高階情緒通常被認為是認知的運作，比基本情緒更能顯示出物種和個體間的差異。臉部表情、肢體動作和言行舉止都是情緒的表達方式，且有其展示規則。學者艾克曼表示：情緒的表達方式會受到學習和文化的影響而變弱、增強或以其他方式加以遮掩。「展示規則」界定了人可以在何時何地對何對象展示何種情緒，以及可以展示的方式和程度，這是社會化的一部分。（改寫自約瑟夫‧李竇《腦中有情》)	Na	Na	13.下列畫線人物的情緒表達方式基於「展示規則」而進行調整，以致其言行舉止呈現了前後差異的選項是：	Na	Na	106學測	B	到了年關，掌櫃取下粉板說：「孔乙己還欠十九個錢呢！」到第二年端午，又說：「孔乙己還欠十九個錢呢！」	Na	Na	轎夫擡進後堂，月香見了鍾離義，還只道萬福。張婆在旁道：「這就是老爺了，須下箇大禮。」月香只得磕頭	Na	Na	范進因這一個嘴巴，卻也打暈了，昏倒於地。眾鄰居一齊上前，替他抹胸口，捶背心，舞了半日，漸漸喘息過來，眼睛明亮，不瘋了	Na	Na	王戎七歲嘗與諸小兒遊，看道邊李樹多子折枝，諸兒競走取之，唯戎不動。人問之，答曰：「樹在道邊而多子，此必苦李。」取之信然	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
14-15為題組:閱讀下文，回答14-15題。子思見老萊子，老萊子聞穆公將相子思，老萊子曰：「若子事君，將何以為乎？」子思曰：「順吾性情，以道輔之，無死亡焉。」老萊子曰：「不可順子之性也，子性剛而傲不肖，又且無所死亡，非人臣也。」子思曰：「不肖，故人之所傲也。夫事君，道行言聽，則何所死亡？道不行，言不聽，則亦不能事君，所謂無死亡也。」老萊子曰：「子不見夫齒乎？雖堅剛，卒盡相摩；舌柔順，終以不弊。」子思曰：「吾不能為舌，故不能事君。」（《孔叢子‧抗志》)	Na	Na	14.關於子思「不能事君」的原因，下列敘述錯誤的選項是：	Na	Na	106學測	C	不能順己性情	Na	Na	不願愚忠枉死	Na	Na	無法為民喉舌	Na	Na	難以道行言聽	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
14-15為題組:閱讀下文，回答14-15題。子思見老萊子，老萊子聞穆公將相子思，老萊子曰：「若子事君，將何以為乎？」子思曰：「順吾性情，以道輔之，無死亡焉。」老萊子曰：「不可順子之性也，子性剛而傲不肖，又且無所死亡，非人臣也。」子思曰：「不肖，故人之所傲也。夫事君，道行言聽，則何所死亡？道不行，言不聽，則亦不能事君，所謂無死亡也。」老萊子曰：「子不見夫齒乎？雖堅剛，卒盡相摩；舌柔順，終以不弊。」子思曰：「吾不能為舌，故不能事君。」（《孔叢子‧抗志》)	Na	Na	14.關於子思「不能事君」的原因，下列敘述錯誤的選項是：	Na	Na	106學測	B	君使臣以禮，臣事君以忠	Na	Na	堅強者死之徒，柔弱者生之徒	Na	Na	名不正則言不順，言不順則事不成	Na	Na	行一不義，殺一不辜，而得天下，皆不為也	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	16.下列各組文句「」內的字，前後意義相同的選項是：	Na	Na	106學測	ACD	北通巫峽，南「極」瀟湘／意有所「極」，夢亦同趣	Na	Na	「比」及三年，可使足民／孟嘗君曰：為之駕，「比」門下之車客	Na	Na	史公治兵，往來桐城，必「躬」造左公第／臣本布衣，「躬」耕於南陽	Na	Na	文非一體，鮮能「備」善／朱、林以下，輒啟兵戎，喋血山河，藉言恢復，而舊志亦不「備」載也	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	17.「一分耕耘，一分收穫」之語意關係可以是「如有一分耕耘，則得一分收穫」，下列文字前後句具有相同語意關係的選項是：	Na	Na	106學測	CD	怨不在大，可畏惟人	Na	Na	聞道有先後，術業有專攻	Na	Na	若亡鄭而有益於君，敢以煩執事	Na	Na	斧斤以時入山林，材木不可勝用也	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	18.閱讀下文，選出敘述正確的選項：名片的種類式樣之多，就如同印名片的人一樣。有足以令人發笑的，有足以令人駭怕的，也有足以令人哭不得笑不得的。若有人把各式的名片聚集起來，恐怕比香菸裡的畫片還更有趣。官僚的名片，時行的是單印名姓，不加官銜。其實官做大了，人就自然出名，官銜的名片簡直用不著。惟獨有一般不大不小的人物，印起名片來，深恐自己的姓名太輕太賤，壓不住那薄薄的一張紙，於是把古往今來的官銜一齊的印在名片上，望上去黑糊糊的一片，就好像一個人的背上馱起一塊大石碑。身通洋務，或將要身通洋務的先生，名片上的幾個英文字是少不得的，「湯姆」、「查利」都成，甚而再冠上一個聲音相近的外國姓。因為名片也者，乃是一個人的全部人格的表現。（梁實秋〈名片〉）	Na	Na	106學測	BDE	單印名姓而不加官銜的名片，表示名片主人並不看重外在的虛名	Na	Na	有些人無法自我肯定，只能用層層疊疊的官銜來證明自己的存在	Na	Na	作者將名片上的官銜喻為大石碑，暗指為官者應知任重道遠之意	Na	Na	作者對於通洋務者必在名片加上英文姓名，語帶嘲諷，不以為然(E)名片比畫片有趣之因，在於可從中看出各種不同的人格表現方式	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	19.傳統文人常針對畫作題詠。下列詩句，意在強調畫作逼真的選項是：	Na	Na	106學測	ACDE	嬋娟不失筠粉態，蕭颯盡得風煙情。舉頭忽看不似畫，低耳靜聽疑有聲	Na	Na	興來寫菊似塗鴉，誤作枯藤纏數花。筆落一時收不住，石棱留得一拳斜	Na	Na	北苑時翻硯池墨，疊起烟雲隱霹靂。短縑尺楮信手揮，若有蛟龍在昏黑	Na	Na	名工繹思揮彩筆，驅山走海置眼前。滿堂空翠如可掃，赤城霞氣蒼梧烟(E)峰頭黛色晴猶濕，筆底春雲暗不開。墨花淋漓翠微斷，隱几忽聞山雨來	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	20.閱讀下列二文，選出敘述正確的選項：甲、詩是心聲，不可違心而出，亦不能違心而出。功名之士，決不能為泉石淡泊之音；輕浮之子，必不能為敦龐大雅之響。故陶潛多素心之語，李白有遺世之句，杜甫興「廣廈萬間」之願，蘇軾師「四海弟昆」之言。凡如此類，皆應聲而出。（葉燮《原詩》)乙、詩文之所以代變，有不得不變者。一代之文沿襲已久，不容人人皆道此語。今且千數百年矣，而猶取古人之陳言一一而摹仿之，以是為詩，可乎？故不似則失其所以為詩，似則失其所以為我。李、杜之詩所以獨高於唐人者，以其未嘗不似，而未嘗似也。知此者，可與言詩也已矣。（顧亭林《日知錄》）	Na	Na	106學測	AB	甲文主張詩歌是作者主體情感的自然流露，不可虛矯造作	Na	Na	乙文主張創作既要接續傳統，又要開創出自我獨特的面貌	Na	Na	甲文著重文學與時代的關聯，乙文留意作品與情志的聯結	Na	Na	二文論及李白與杜甫詩作，皆著眼於二人雄渾高遠的詩境(E)二文皆主張詩文本於心性，故當先涵養心性後再專研詩藝	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	21.閱讀下列小說，依文意選出解讀恰當的選項：鬧新房的人圍著打趣，七巧只看了一看便出來了。長安在門口趕上了她，悄悄笑道：「皮色倒還白淨，就是嘴唇太厚了些。」七巧把手撐著門，拔下一只金挖耳來搔搔頭，冷笑道：「還說呢！你新嫂子這兩片嘴唇，切切倒有一大碟子。」旁邊一個太太便道：「說是嘴唇厚的人天性厚哇！」七巧哼了一聲，將金挖耳指住了那太太，倒剔起一隻眉毛，歪著嘴微微一笑道：「天性厚，並不是什麼好話。當著姑娘們，我也不便多說—但願咱們白哥兒這條命別送在她手裡！」七巧天生著一副高爽的喉嚨，現在因為蒼老了些，不那麼尖了，可是扁扁的依舊四面刮得人疼痛，像剃刀片。這兩句話，說響不響，說輕也不輕。人叢裡的新娘子的平板的臉與胸震了一震—多半是龍鳳燭的火光的跳動。（張愛玲〈金鎖記〉）	Na	Na	106學測	ADE	七巧進了洞房，「只看了一看便出來」，顯示七巧對白哥兒的新娘不甚喜歡	Na	Na	一旁的太太搭腔：「嘴唇厚的人天性厚」，是接續七巧的話對新娘落井下石	Na	Na	七巧說：「天性厚，並不是什麼好話」，是要一旁的太太勿用反話譏諷新娘	Na	Na	「像剃刀片」既形容七巧的嗓音扁利刺耳，也形容七巧的言語風格尖酸刻薄(E)「火光的跳動」表面上描繪燭火光影，實暗指新娘因話中的刀光劍影而心驚	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	22.閱讀下文，選出填入後敘述正確的選項：學測以日常用語為考試素材，除了想讓考生懂得在社交場合善用既有的文雅詞彙，例如 	Na	Na	106學測	CE	 ；也希望考生能自行應用學理來分析新的語言現象，例如之前考外來語「純音譯」和「音義兼譯」， 	Na	Na	 ，乃是外來語進入中文的常見形態。有些新詞頗富修辭趣味，例如「秒殺」形容掃奪之快，「神回應」形容答覆之妙， 	Na	Na	 。又「天兵」代指少根筋、常壞事之人，「天菜」代指無法抗拒的傾慕對象，但 	Na	Na	 。字義轉變最受矚目者莫如「囧」字。此字在古代是「明亮」之意，但因狀似張著口、皺著八字眉的臉，遂出現「爸媽囧很大」、「人在囧途」這類新用法，義或略通於「窘」， (E) 。	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
Na	Na	Na	23.言談中有時會透過「吃虧讓步」的態度或方式表達善意，以求達成良好的互動。下列畫底線處的對話，運用此一言談技巧的選項是：	Na	Na	106學測	BC	太公道：「師父請吃些晚飯，不知肯吃葷腥也不？」魯智深道：「洒家不忌葷酒，遮莫甚麼渾清白酒都不揀選，牛肉、狗肉，但有便吃。」	Na	Na	帝顫慄不已。只見階下披甲持戈數百餘人，皆是魏兵。帝泣謂群臣曰：「朕願將天下禪於魏王，幸留殘喘，以終天年。」賈詡曰：「魏王必不負陛下。」	Na	Na	誠實的參，亦就掛上稱仔稱一稱說：「大人，真客氣啦！才一斤十四兩。」「不錯罷？」巡警說。「不錯，本來兩斤足，因是大人要的……」參說。這句話是平常買賣的口吻，不是贈送的表示	Na	Na	「這個舞我不會跳了。」那個年輕的男人說道。他停了下來，尷尬的望著金大班，樂隊剛換了一支曲子。金大班凝望了他片刻，終於溫柔的笑了起來，說道：「不要緊，這是三步，最容易，你跟著我，我來替你數拍子。」(E)母親才過三十歲，卻要打扮成老太太，姨娘看了只是抿嘴兒笑，父親就直皺眉頭。我悄悄地問她：「媽，你為什麼不也梳個橫愛司髻，戴上姨娘送你的翡翠耳環呢？」母親沉著臉說：「你媽是鄉下人，那兒配梳那種摩登的頭，戴那講究的耳環呢？」	Na	Na	Na	Na	Na	Na	Na	Na	FALSE
